Best Position,Nationality,Age,Height(in cm),Weight(in kg),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2,DistancesToClusterCenter no.3,DistancesToClusterCenter no.4,DistancesToClusterCenter no.5,DistancesToClusterCenter no.6,DistancesToClusterCenter no.7,DistancesToClusterCenter no.8,DistancesToClusterCenter no.9,DistancesToClusterCenter no.10,DistancesToClusterCenter no.11,DistancesToClusterCenter no.12,DistancesToClusterCenter no.13
CDM,Czech Republic,23,169,65,Left,4,3,1,Medium,High,73,61,70,73,72,78,69,57,64,75,55,71,68,67,71,73,75,72,75,72,84,66,79,84,74,68,78,73,62,65,62,69,72,73,73,7,15,9,14,15,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Argentina,33,174,73,Right,4,3,1,High,High,73,60,71,74,61,81,67,55,51,74,51,72,80,63,70,75,74,72,80,69,82,74,67,82,81,61,81,63,59,71,61,79,59,67,59,12,9,10,13,9,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Colombia,28,187,87,Right,2,2,1,Medium,Medium,63,38,52,57,68,80,52,33,73,60,42,50,44,37,55,60,54,71,70,63,63,48,92,90,82,36,60,70,43,40,49,55,65,70,66,16,6,9,8,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Republic of Ireland,21,169,71,Right,3,2,1,High,Medium,81,69,56,71,23,64,50,72,64,64,63,69,58,41,44,68,85,78,82,70,89,71,69,61,66,61,60,13,69,61,67,66,18,23,15,11,11,13,12,9,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Saudi Arabia,19,177,68,Left,3,2,1,Medium,Medium,63,25,33,44,48,57,39,22,54,36,22,40,27,32,26,44,64,63,56,41,64,26,73,50,60,25,54,45,38,29,30,33,48,48,49,11,7,14,13,12,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LW,Germany,26,180,67,Left,4,3,1,Medium,Medium,77,58,58,67,36,47,64,57,39,62,48,66,60,40,40,66,81,74,80,57,75,63,62,62,40,59,43,26,58,64,52,48,45,35,29,15,13,11,7,9,13,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0
GK,France,24,194,90,Right,2,1,1,Medium,Medium,67,66,64,69,26,68,12,7,14,30,9,6,11,13,21,14,22,31,32,47,29,48,30,18,60,5,27,11,9,29,14,55,9,14,11,67,66,64,68,69,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Wales,17,183,70,Right,3,2,1,Medium,Medium,59,43,53,52,47,54,46,33,49,60,40,51,50,40,57,50,66,54,56,54,65,63,60,55,52,43,57,44,57,51,38,40,49,48,45,14,13,15,11,6,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Italy,30,188,83,Right,3,2,1,Medium,High,69,66,51,65,32,72,30,71,73,65,50,65,39,42,55,66,66,72,63,62,63,66,69,68,79,62,58,29,69,52,50,60,32,25,22,14,6,8,8,12,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Turkey,23,173,71,Right,2,4,1,High,Medium,84,70,67,77,37,56,63,72,52,70,55,79,73,72,57,75,89,80,88,73,70,69,45,75,51,73,46,24,74,71,62,68,33,43,41,11,7,12,9,8,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,United States,33,188,75,Right,3,1,1,Medium,Medium,69,64,70,68,58,70,12,17,14,32,15,18,14,12,35,21,59,56,40,67,46,53,75,34,75,16,29,12,16,52,22,48,25,15,14,69,64,70,70,68,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Germany,28,195,91,Right,2,2,1,High,Medium,43,57,45,50,65,82,31,55,73,53,44,49,22,30,56,55,34,50,33,62,31,74,43,64,93,48,87,60,58,45,55,65,63,68,63,12,13,6,9,14,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Wales,30,182,70,Left,3,2,1,Medium,Medium,55,40,54,53,62,73,57,39,62,61,44,46,36,33,59,57,54,55,67,58,66,49,84,68,73,33,77,62,39,46,29,53,62,62,62,14,10,9,6,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Switzerland,34,194,85,Right,3,2,1,Low,Medium,32,38,54,38,74,67,34,29,78,66,32,28,38,26,69,45,31,32,28,68,29,64,56,34,83,35,70,73,40,54,30,75,73,74,71,15,10,11,15,10,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Kosovo,21,177,78,Right,3,2,1,Medium,Medium,68,44,58,62,50,51,47,45,36,65,40,60,48,39,62,64,69,67,67,57,75,44,65,65,48,41,38,55,59,62,40,59,54,50,42,8,14,12,7,10,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LB,Italy,34,173,63,Left,3,2,1,High,High,77,52,67,67,64,64,68,48,54,70,48,64,66,64,64,64,76,78,81,62,82,64,78,78,53,52,70,61,60,62,43,66,65,69,62,8,9,5,12,10,7,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,England,26,174,68,Right,3,2,1,High,Medium,86,50,59,62,56,73,61,45,55,60,33,62,51,47,57,58,86,86,74,57,76,59,79,91,68,56,60,57,59,60,49,57,55,57,56,15,9,11,6,11,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,England,17,181,60,Right,2,3,1,Medium,Medium,66,60,45,60,21,41,39,61,55,48,48,58,49,38,34,60,69,63,59,55,81,61,63,54,34,57,35,17,50,53,77,55,19,14,17,11,10,8,8,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Algeria,28,187,72,Left,2,3,1,Low,Medium,75,52,60,63,65,78,46,47,62,70,27,58,45,35,68,64,78,73,80,64,58,68,92,81,80,48,66,66,55,61,64,65,65,64,65,9,16,9,15,8,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Scotland,30,183,81,Right,3,2,1,High,Medium,76,58,63,63,64,77,66,54,59,62,52,62,58,60,63,63,75,77,66,63,67,64,78,78,79,62,70,64,58,62,56,64,62,66,64,11,14,8,8,6,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Slovakia,26,181,81,Right,3,3,1,High,High,72,71,69,71,67,82,66,70,62,71,69,72,69,64,69,71,69,75,69,73,73,75,73,91,80,69,79,66,75,68,67,68,73,65,61,13,9,14,5,7,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Egypt,16,188,77,Right,3,3,1,Medium,Medium,65,53,51,58,27,52,53,58,48,51,47,62,52,43,44,62,63,66,48,44,54,54,55,44,61,42,37,24,55,57,49,40,23,28,23,11,9,6,8,11,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,Austria,28,172,68,Right,4,3,1,High,Medium,79,50,66,74,68,70,74,54,42,70,34,74,60,46,60,73,83,76,81,68,86,54,75,83,67,39,59,70,64,63,42,68,70,73,71,12,9,11,9,7,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,Norway,24,183,86,Right,3,2,1,Medium,Medium,70,59,64,69,69,76,65,57,59,69,55,68,59,33,65,69,69,70,73,68,72,67,82,80,71,57,80,67,62,62,49,66,69,72,75,7,13,8,7,7,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Sweden,24,181,79,Right,3,3,1,Medium,Medium,73,57,52,61,28,55,50,62,48,56,50,62,49,38,46,62,74,72,64,56,63,64,43,53,61,45,46,25,55,56,50,48,22,30,26,9,13,8,12,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,Spain,29,175,78,Right,3,3,1,High,Medium,83,64,63,70,63,80,67,60,60,62,55,68,66,68,59,69,85,82,80,65,84,74,88,91,74,67,79,66,63,63,66,67,64,60,61,12,13,9,13,16,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Croatia,31,180,73,Right,3,3,1,High,High,55,69,74,69,68,70,75,67,59,76,65,68,65,68,75,71,49,59,62,71,68,72,51,73,70,68,72,74,69,70,78,70,67,68,66,13,14,12,12,8,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Netherlands,32,186,78,Left,3,2,3,Low,Medium,46,68,72,70,71,75,68,62,68,76,60,67,71,69,71,78,42,49,57,67,66,77,49,75,76,75,80,75,69,70,72,74,69,75,64,7,12,11,6,7,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Wales,25,173,76,Right,3,3,1,High,Medium,76,60,61,65,36,62,58,61,46,63,59,64,58,65,59,63,77,75,73,58,76,61,73,70,57,58,63,36,61,62,63,63,35,38,27,11,13,10,7,11,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Netherlands,39,197,92,Right,4,1,2,Medium,Medium,70,75,75,72,31,79,18,11,14,39,11,12,13,13,37,31,30,32,30,68,27,56,55,25,77,11,41,26,12,41,23,60,9,15,14,70,75,75,79,72,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,England,25,182,83,Right,3,3,1,High,High,85,64,52,67,35,75,49,66,57,58,61,67,60,40,49,63,84,85,76,61,77,67,72,81,83,59,46,22,64,48,62,61,40,30,35,6,8,9,6,8,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Argentina,34,167,68,Right,4,4,3,High,Medium,86,78,83,85,39,54,83,77,38,83,72,84,85,79,78,85,90,83,91,80,93,79,67,71,44,82,56,40,78,85,72,85,50,30,34,8,11,12,9,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,United States,17,188,78,Right,3,2,1,High,Medium,61,41,39,46,44,57,45,49,54,40,28,48,34,26,38,39,64,59,54,55,50,39,58,58,62,31,44,44,40,34,33,39,38,46,44,12,11,10,10,6,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Brazil,21,190,75,Right,3,2,1,Medium,Medium,55,32,39,47,63,60,32,26,66,52,35,41,29,29,33,54,55,55,46,51,51,44,73,34,69,29,69,58,23,31,48,45,58,69,68,7,10,8,11,12,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,England,25,178,73,Left,3,2,1,Medium,Medium,63,57,64,63,60,64,59,55,54,67,52,62,56,60,66,64,65,62,66,63,57,65,53,72,65,58,56,59,58,65,49,60,61,60,61,7,8,15,7,12,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Italy,34,189,85,Left,3,2,1,Medium,High,55,39,47,47,69,72,34,41,66,60,39,47,36,32,46,51,55,55,33,52,45,45,61,65,81,30,60,66,32,42,45,55,67,72,70,7,6,12,7,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Republic of Ireland,25,188,71,Right,3,3,1,High,Low,83,57,60,64,53,72,58,55,53,62,54,63,58,55,60,61,82,83,74,56,73,62,71,80,71,58,63,54,58,62,52,63,52,55,44,11,7,13,12,6,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Romania,28,185,81,Right,3,2,1,Medium,High,68,64,60,62,64,79,50,58,64,65,53,60,60,55,64,61,68,68,67,65,74,74,80,82,79,70,76,66,62,58,69,66,64,63,63,10,8,15,11,6,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Serbia,24,179,67,Right,4,3,1,High,Low,81,65,66,74,37,59,58,66,41,70,58,76,65,67,62,68,83,80,88,66,76,65,52,78,58,65,41,35,67,69,61,63,39,35,38,14,11,11,14,7,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,France,32,173,68,Right,4,3,1,Medium,High,53,59,70,72,64,64,62,64,26,73,49,72,61,62,71,72,62,45,66,76,72,56,46,74,57,50,73,72,70,75,61,71,67,67,65,10,6,15,8,12,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,North Macedonia,27,187,75,Right,4,2,1,Medium,Medium,65,34,47,62,70,70,40,34,63,60,32,61,36,34,43,61,70,60,67,67,65,39,73,64,73,31,69,70,27,40,35,64,70,71,69,11,13,6,6,6,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Egypt,28,174,64,Left,2,3,1,High,Low,81,69,66,78,36,57,67,71,53,67,67,80,72,52,62,76,84,78,85,62,85,65,44,71,60,70,34,24,69,67,65,65,33,39,43,8,13,14,8,7,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Croatia,23,198,99,Left,3,2,1,Low,Medium,38,33,42,41,62,66,40,32,65,54,27,37,32,28,42,44,44,33,39,49,32,45,34,33,91,23,55,61,33,29,37,54,62,63,60,7,14,8,9,12,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Poland,20,191,79,Right,1,1,1,Medium,Medium,53,51,55,55,33,56,14,5,14,29,8,12,14,11,20,13,33,32,36,52,28,41,41,15,55,8,26,14,4,37,10,22,5,12,13,53,51,55,56,55,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Belgium,18,188,69,Right,3,4,1,High,Medium,72,52,63,72,50,67,58,53,46,68,46,76,54,50,65,72,73,72,75,45,63,53,69,53,70,51,74,48,51,61,49,64,41,59,56,7,12,14,12,15,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Spain,33,185,83,Right,3,2,1,Medium,Medium,46,49,60,59,73,73,44,53,72,73,53,54,30,36,66,67,40,51,54,76,33,54,77,66,80,36,64,74,50,60,38,72,73,73,67,8,8,15,7,14,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Romania,23,188,75,Right,2,1,1,Medium,Medium,64,56,63,68,27,58,13,6,16,27,9,14,15,12,23,15,32,20,28,58,50,47,60,28,52,5,33,9,8,42,15,36,8,14,14,64,56,63,58,68,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,England,33,180,74,Right,4,3,1,High,Medium,65,61,67,64,58,65,69,60,42,65,59,64,71,68,65,63,66,65,62,64,68,63,39,82,61,62,59,59,65,68,62,66,59,61,58,11,9,12,10,9,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Turkey,31,187,68,Right,2,1,1,Medium,Medium,70,66,61,74,46,69,17,20,21,31,18,16,17,16,18,22,47,44,31,56,52,46,70,26,65,20,27,25,13,44,25,56,15,15,17,70,66,61,69,74,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Poland,22,190,84,Left,3,1,1,Medium,Medium,65,65,61,66,28,65,14,5,10,19,5,10,11,13,18,11,28,28,30,50,47,46,60,17,55,7,19,6,5,44,13,38,11,11,12,65,65,61,65,66,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Germany,19,188,86,Right,3,2,1,Medium,Medium,53,31,38,42,59,64,26,28,60,49,31,39,29,28,42,44,52,54,50,50,41,40,62,51,78,29,45,52,22,30,30,39,53,67,65,13,13,6,11,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Argentina,34,170,69,Right,5,3,1,High,Low,83,68,76,80,69,79,75,62,65,76,66,79,80,59,75,82,88,79,85,74,80,78,74,85,74,69,86,69,78,80,66,80,65,71,74,15,8,13,12,6,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,Colombia,25,175,70,Right,2,2,1,Medium,Medium,70,38,60,64,62,63,71,37,60,63,36,58,47,39,49,67,72,69,80,62,74,34,71,73,60,35,58,58,60,59,46,64,66,62,61,14,10,8,12,10,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Saudi Arabia,27,169,65,Left,3,4,1,High,Medium,84,66,64,72,27,54,67,65,42,63,67,70,69,59,61,70,87,81,90,58,93,67,79,70,50,68,36,24,65,65,56,57,29,22,24,7,13,10,7,12,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Uruguay,22,187,88,Right,2,1,1,Medium,Medium,57,63,66,65,49,66,12,10,9,38,8,11,14,12,35,12,40,62,38,78,44,50,60,22,67,9,20,10,11,40,19,34,8,12,10,57,63,66,66,65,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Mauritania,22,187,75,Right,3,2,1,Medium,High,59,51,53,60,61,69,28,50,53,64,22,61,33,48,58,64,54,63,56,60,41,54,68,66,74,58,60,65,64,61,37,48,60,64,55,12,12,12,12,12,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,Turkey,28,180,74,Right,2,2,1,High,Medium,76,58,53,64,55,57,57,55,60,56,62,66,59,46,47,61,78,74,72,58,67,64,52,61,60,60,44,52,52,47,55,53,52,58,54,6,10,7,13,10,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
